Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Chen Y., Wu Y., Ma J., An Y., Liu Q., Yang S., Qu Y., Chen H., Zhao W., Tian Y.","57214452852;57216413903;36140615700;35783876700;57198642465;57212138553;57212350379;57200042638;57221933698;57221927952;","Microplastics pollution in the soil mulched by dust-proof nets: A case study in Beijing, China",2021,"Environmental Pollution","275",,"116600","","",,10,"10.1016/j.envpol.2021.116600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100670728&doi=10.1016%2fj.envpol.2021.116600&partnerID=40&md5=875707b32994fe40236b7c4aa461717b","Deep learning; Dust-proof nets; Microplastics pollution; Remote sensing; Soil","Air pollution; Convolution; Convolutional neural networks; Decision making; Deep learning; Deep neural networks; Dust; Image resolution; Laws and legislation; Microplastic; Pollution control; Polypropylenes; Remote sensing; Satellite imagery; Soils; Construction land; Construction sites; Environmental problems; Fine particulates; High resolution remote sensing; High resolution remote sensing images; Remote sensing data; Terrestrial systems; Soil pollution; polyethylene; polymer; polypropylene; plastic; artificial neural network; dust; image resolution; mulching; plastic; pollutant source; remote sensing; satellite data; soil pollution; Article; case study; China; convolutional neural network; data analysis; deep learning; dust; environmental impact; environmental protection; health hazard; microplastic pollution; mulch; particle size; public health; remote sensing; satellite imagery; scientist; soil pollution; suspended particulate matter; dust; environmental monitoring; human; soil; Beijing [China]; China; Beijing; China; Dust; Environmental Monitoring; Humans; Microplastics; Plastics; Soil",Article,Scopus,2-s2.0-85100670728
"Yang Y., Wu Z., Luo J., Huang Q., Zhang D., Wu T., Sun Y., Cao Z., Dong W., Liu W.","57199646685;55608513400;7404183561;57214660190;57224997430;57193855591;57204428522;57192945308;57199646631;57198617860;","Parcel-based crop distribution extraction using the spatiotemporal collaboration of remote sensing data [时空协同的地块尺度作物分布遥感提取]",2021,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","37","7",,"166","174",,1,"10.11975/j.issn.1002-6819.2021.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108866865&doi=10.11975%2fj.issn.1002-6819.2021.07.020&partnerID=40&md5=bfa94f40987a906456d33352987e56cb","Crops; Distribution extraction; Parcel-scale; Phenological features; Remote sensing; Spatiotemporal collaboration; Time series","Agricultural robots; Citrus fruits; Crops; Decision trees; Deep learning; Extraction; Farms; Learning systems; Photomapping; Remote sensing; Satellites; Time series; Topography; Vegetation; Complex topographies; High spatial resolution; Management strategies; Multiscale segmentation; Normalized difference vegetation index time series; Random forest classification; Spatial and temporal resolutions; Spatio temporal features; Data mining",Article,Scopus,2-s2.0-85108866865
"Swarup P., Chen P., Hou R., Que P., Liu P., Kong A.W.K.","57215575679;56881800500;34769868300;55588594600;57221089691;23497306400;","Giant panda behaviour recognition using images",2021,"Global Ecology and Conservation","26",,"e01510","","",,2,"10.1016/j.gecco.2021.e01510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101871688&doi=10.1016%2fj.gecco.2021.e01510&partnerID=40&md5=c64794a185ebd7e80b062704f7c539c5","Animal behaviour recognition; Convolutional neural network; Deep learning; Giant panda; Wildlife ecology",,Article,Scopus,2-s2.0-85101871688
"Mäyrä J., Keski-Saari S., Kivinen S., Tanhuanpää T., Hurskainen P., Kullberg P., Poikolainen L., Viinikka A., Tuominen S., Kumpula T., Vihervaara P.","57218697986;6506839883;16834996700;55934895100;55893570600;56257810800;57215081955;57195628763;7003992813;57222997904;6507283181;","Tree species classification from airborne hyperspectral and LiDAR data using 3D convolutional neural networks",2021,"Remote Sensing of Environment","256",,"112322","","",,19,"10.1016/j.rse.2021.112322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100680737&doi=10.1016%2fj.rse.2021.112322&partnerID=40&md5=a0398dfdfd044b4932215c9a404f7e77","Convolutional neural network; Deep learning; Hyperspectral imaging; Tree species classification","Aerial photography; Antennas; Biodiversity; Conservation; Convolution; Convolutional neural networks; Decision trees; Deep learning; Deep neural networks; Forestry; Learning systems; Optical radar; Random forests; Remote sensing; Spectroscopy; Support vector machines; Biodiversity conservation; Canopy Height Models; Feature engineerings; Forest biodiversity; Hyper-spectral imageries; Individual tree species classifications; Multispectral satellite image; Sustainable forestry; Classification (of information); artificial neural network; biodiversity; forest inventory; image analysis; lidar; pine; prediction; satellite data; sustainability; three-dimensional modeling; Finland; Picea abies; Pinus sylvestris; Populus tremula",Article,Scopus,2-s2.0-85100680737
"Qiu R., Wang Y., Rhoads B., Wang D., Qiu W., Tao Y., Wu J.","57217048484;8627911900;7004148726;56918729900;57217045662;57208560242;7409256839;","River water temperature forecasting using a deep learning method",2021,"Journal of Hydrology","595",,"126016","","",,7,"10.1016/j.jhydrol.2021.126016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100590961&doi=10.1016%2fj.jhydrol.2021.126016&partnerID=40&md5=c66ba7ee5f318ed002a10567e68590f9","Deep learning; Long short-term memory neural network; The Yangtze River; Three Gorges Reservoir; Water temperature forecasting","Climate change; Forecasting; Gages; Learning systems; Long short-term memory; Open hearth furnaces; Reservoirs (water); Rivers; Temperature distribution; Water levels; Anthropogenic disturbance; Ecological managements; High degree of accuracy; Machine learning models; Predictive capabilities; Temporal variation; Three gorges reservoir; Water temperature data; Deep learning; algorithm; Anthropocene; anthropogenic effect; climate change; dam construction; forecasting method; river water; seasonal variation; spatiotemporal analysis; temporal variation; China; Hubei; Three Gorges Reservoir; Yangtze River; Yichang",Article,Scopus,2-s2.0-85100590961
"Zhou J., Zhou J., Ye H., Ali M.L., Chen P., Nguyen H.T.","57197852512;55542699400;57194464725;57205388586;7408354674;7403322495;","Yield estimation of soybean breeding lines under drought stress using unmanned aerial vehicle-based imagery and convolutional neural network",2021,"Biosystems Engineering","204",,,"90","103",,12,"10.1016/j.biosystemseng.2021.01.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100402203&doi=10.1016%2fj.biosystemseng.2021.01.017&partnerID=40&md5=8aba455b8c8dda117f702a526597e3a7","convolutional neural network; drought stress; Soybean breeding; UAV multispectral imagery; yield estimation","Agronomy; Antennas; Convolution; Crops; Deep learning; Drought; Ecology; Efficiency; Engineering education; Image enhancement; Learning systems; Mean square error; Predictive analytics; Textures; Unmanned aerial vehicles (UAV); Conventional breeding; Drought tolerances; Emerging technologies; Learning technology; Rainfed condition; Reproductive growth; Root mean square errors; Yield estimation; Convolutional neural networks",Article,Scopus,2-s2.0-85100402203
"Zeng S., Shi Z., Feng Y., Li M., Wang M., Shen J.","57218340179;36769290300;57218339049;57220007390;57222722178;57218343115;","Application of interpolated loop subdivision mesh deformation in ecological environment animation",2021,"IOP Conference Series: Earth and Environmental Science","693","1","012104","","",,,"10.1088/1755-1315/693/1/012104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103835511&doi=10.1088%2f1755-1315%2f693%2f1%2f012104&partnerID=40&md5=512df19758749db648e4d501cde68629",,"Animation; Deep learning; Deformation; Ecology; Interpolation; 3-d processing; 3D computer vision; 3d mesh deformations; Ecological environments; Interpolation loops; Loop subdivision; Mesh deformation; Mesh generation",Conference Paper,Scopus,2-s2.0-85103835511
"Allen A.N., Harvey M., Harrell L., Jansen A., Merkens K.P., Wall C.C., Cattiau J., Oleson E.M.","55976651800;57222628591;57222619404;16068617300;35410128600;23991572600;57211647099;6506263202;","A Convolutional Neural Network for Automated Detection of Humpback Whale Song in a Diverse, Long-Term Passive Acoustic Dataset",2021,"Frontiers in Marine Science","8",,"607321","","",,11,"10.3389/fmars.2021.607321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103492947&doi=10.3389%2ffmars.2021.607321&partnerID=40&md5=89ec52ab7cf8fd96aded18cfee3800d7","convolutional neural network; deep machine learning; Hawaii; humpback whale (Megaptera novaeangliae); Kingman Reef; Mariana Islands; passive acoustic monitoring; seasonal occurrence",,Article,Scopus,2-s2.0-85103492947
"Hu X.","57222432696;","Fire frequency analysis and prediction based on back propagation neural network model and Long-Short Term Memory model",2021,"IOP Conference Series: Earth and Environmental Science","675","1","012169","","",,,"10.1088/1755-1315/675/1/012169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102714508&doi=10.1088%2f1755-1315%2f675%2f1%2f012169&partnerID=40&md5=de0afe237bf906d980acbe693f7969a6",,"Backpropagation; Brain; Clustering algorithms; Correlation methods; Deep learning; Deforestation; Environmental protection; Fires; Forecasting; Fuzzy neural networks; Graphical user interfaces; Phase space methods; Predictive analytics; System theory; Back propagation neural networks; BP neural network model; Grey system theory; High dimensional data; Pearson correlation coefficients; Phase space reconstruction; Prevention and controls; Time series characteristic; Long short-term memory",Conference Paper,Scopus,2-s2.0-85102714508
"Conway A.M., Durbach I.N., McInnes A., Harris R.N.","57221344418;9237182000;56577871900;55711884100;","Frame-by-frame annotation of video recordings using deep neural networks",2021,"Ecosphere","12","3","e03384","","",,2,"10.1002/ecs2.3384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103399895&doi=10.1002%2fecs2.3384&partnerID=40&md5=7cc7fd6db01d6b4f7524bca130323b99","animal-borne video; automated detection; deep learning; image classification; neural networks; video classification",,Article,Scopus,2-s2.0-85103399895
"Shah T.M., Nasika D.P.B., Otterpohl R.","57195260369;57222506663;6701710796;","Plant and weed identifier robot as an agroecological tool using artificial neural networks for image identification",2021,"Agriculture (Switzerland)","11","3","222","","",,2,"10.3390/agriculture11030222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102933894&doi=10.3390%2fagriculture11030222&partnerID=40&md5=3e5dd7c9053e82bd035365127b9694d9","Agroecology; Artificial neural networks; Deep learning; Environment; Health; Image identification; Weeds; Yield gap",,Article,Scopus,2-s2.0-85102933894
"Capinha C., Ceia-Hasse A., Kramer A.M., Meijer C.","32867555000;56020391900;36141951500;57190677035;","Deep learning for supervised classification of temporal data in ecology",2021,"Ecological Informatics","61",,"101252","","",,1,"10.1016/j.ecoinf.2021.101252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101153503&doi=10.1016%2fj.ecoinf.2021.101252&partnerID=40&md5=524936381b7494b620fc342539d03d4b","Deep learning; Ecological prediction; Scalability; Sequential data; Temporal ecology; Time series","algorithm; data set; detection method; ecology; machine learning; modeling; supervised classification; Hexapoda",Article,Scopus,2-s2.0-85101153503
"Morgan M.M., Braasch J.","57215290922;7005642672;","Long-term deep learning-facilitated environmental acoustic monitoring in the Capital Region of New York State",2021,"Ecological Informatics","61",,"101242","","",,2,"10.1016/j.ecoinf.2021.101242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100821596&doi=10.1016%2fj.ecoinf.2021.101242&partnerID=40&md5=bad8e0a7d927b007935a841551369cdd","Acoustic environment; Biophony; Deep learning; Passive acoustic monitoring","acoustic array; acoustic data; correlation; habitat quality; human activity; long-term change; New York [United States]; United States; Indicator indicator",Article,Scopus,2-s2.0-85100821596
"Kahl S., Wood C.M., Eibl M., Klinck H.","57189299971;56770546400;23391745500;23482080400;","BirdNET: A deep learning solution for avian diversity monitoring",2021,"Ecological Informatics","61",,"101236","","",,25,"10.1016/j.ecoinf.2021.101236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100614096&doi=10.1016%2fj.ecoinf.2021.101236&partnerID=40&md5=973e77c6458ed522e22393f20ad17094","Avian diversity; Bioacoustics; Bird sound recognition; Conservation; Convolutional neural networks; Deep learning; Passive acoustic monitoring","acoustic data; ambient noise; artificial neural network; automation; avifauna; classification; design method; expert system; learning; signal processing; software; species richness; vocalization; Europe; North America",Article,Scopus,2-s2.0-85100614096
"Lin C., Huang X., Wang J., Xi T., Ji L.","55172903600;57216966817;36959982900;57221815434;36094568500;","Learning niche features to improve image-based species identification",2021,"Ecological Informatics","61",,"101217","","",,1,"10.1016/j.ecoinf.2021.101217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100293395&doi=10.1016%2fj.ecoinf.2021.101217&partnerID=40&md5=6957e5ae2e0990c4ecbdc1dc52ac0f5a","Deep learning; Imbalanced data; Model assessment; Niche model; Species distribution","biodiversity; conceptual framework; error analysis; gamebird; identification method; image analysis; learning; niche partitioning; optimization; Galliformes",Article,Scopus,2-s2.0-85100293395
"Nazir S., Kaleem M.","47061625500;55625896000;","Advances in image acquisition and processing technologies transforming animal ecological studies",2021,"Ecological Informatics","61",,"101212","","",,3,"10.1016/j.ecoinf.2021.101212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100049199&doi=10.1016%2fj.ecoinf.2021.101212&partnerID=40&md5=e2179e93e7f84536283859e49902842a","Animal behaviour; Big data; Computer vision; Deep learning; Drone; Image processing; Population monitoring; Robot","algorithm; biodiversity; conservation status; image analysis; machine learning; Satellites",Review,Scopus,2-s2.0-85100049199
"Yang K., Gou Y., Xu W., Yang P.","57204184687;57192372350;57204177502;57222123331;","Prediction of pollutant diffusion trend using CNN-GRU hybrid network in IOT air monitoring system",2021,"Fresenius Environmental Bulletin","30","2",,"1095","1104",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101512395&partnerID=40&md5=9e2afe75c8bb82cc86e53798b97fca28","Air monitoring system; Air pollutant prediction; Convolutional neural network; Deep learning; Gated loop unit","accuracy assessment; air quality; algorithm; artificial neural network; correlation; diffusion; monitoring system; prediction; urban area",Article,Scopus,2-s2.0-85101512395
"Peng M., Zhao C., Wei S.","57222083080;57222089199;57222089130;","Research on design methods of household products in the age of artificial intelligence based on ecological perspective",2021,"Fresenius Environmental Bulletin","30","2 A",,"1771","1784",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101335973&partnerID=40&md5=caf439466c921c258bba544e4c275085","Intelligent services; Overall design; Product interconnection; Smart home products","artificial intelligence; communication network; design method; ecological approach; household structure; technology adoption; World Wide Web",Article,Scopus,2-s2.0-85101335973
"Feng L., Zhao Y., Sun Y., Zhao W., Tang J.","57221939963;9045137100;57221940569;57221933687;57221921852;","Action recognition using a spatial-temporal network for wild felines",2021,"Animals","11","2","485","1","18",,1,"10.3390/ani11020485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100639047&doi=10.3390%2fani11020485&partnerID=40&md5=c332dd508be68b4d0f1c7b6e8ed436d0","Deep learning; Spatial temporal features; Two-stream network; Wild feline action recognition","animal behavior; Article; behavioral science; bone microarchitecture; controlled study; convolutional neural network; Felidae; human; knee; nonhuman; placental mammal; recognition; skeleton; spatial behavior; spatiotemporal analysis; standing",Article,Scopus,2-s2.0-85100639047
"Gebler D., Kolada A., Pasztaleniec A., Szoszkiewicz K.","57212398260;8852299900;6506414714;14042625000;","Modelling of ecological status of Polish lakes using deep learning techniques",2021,"Environmental Science and Pollution Research","28","5",,"5383","5397",,5,"10.1007/s11356-020-10731-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091388355&doi=10.1007%2fs11356-020-10731-1&partnerID=40&md5=2380a83993342b1f007b2ae01363ab70","Artificial neural network; Biological indices; Macrophytes; Phytobenthos; Phytoplankton; Water quality","aquatic ecosystem; aquatic organism; assessment method; database; ecological modeling; environmental monitoring; hydrobiology; lake water; machine learning; macrophyte; phytobenthos; phytoplankton; trophic environment; water quality; Poland [Central Europe]; chlorophyll a; ecosystem; environmental monitoring; lake; phytoplankton; Poland; Chlorophyll A; Deep Learning; Ecosystem; Environmental Monitoring; Lakes; Phytoplankton; Poland",Article,Scopus,2-s2.0-85091388355
"Zou J.Z., Yang J.X., Wang G.P., Tang Y.L., Yu C.S.","57222018948;35194801900;56144194000;57222030857;57226051775;","Bridge structural damage identification based on parallel CNN-GRU",2021,"IOP Conference Series: Earth and Environmental Science","626","1","012017","","",,1,"10.1088/1755-1315/626/1/012017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100961990&doi=10.1088%2f1755-1315%2f626%2f1%2f012017&partnerID=40&md5=2b31297ecc89bd25a32bcaba163e4d79",,"Convolutional neural networks; Deep learning; Ecology; Eigenvalues and eigenfunctions; Engineering research; Environmental management; Long short-term memory; Structural analysis; Continuous rigid frame bridges; Damage Identification; Engineering fields; Structural damage identification; Structural damage identification methods; Structural damages; Temporal features; Temporal relation; Damage detection",Conference Paper,Scopus,2-s2.0-85100961990
"Adhikary S., Chaturvedi S.K., Banerjee S., Basu S.","57219549987;54784039700;57210420680;57210415657;","Dependence of Physiochemical Features on Marine Chlorophyll Analysis with Learning Techniques",2021,"Springer Proceedings in Earth and Environmental Sciences",,,,"361","373",,3,"10.1007/978-3-030-79065-3_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125239615&doi=10.1007%2f978-3-030-79065-3_29&partnerID=40&md5=63d80884e9a2d88176c13fce8c1fce31","Chlorophyll; Classification; Deep learning; Machine learning; Remote sensing",,Book Chapter,Scopus,2-s2.0-85125239615
"Byrne I., Chan K., Manrique E., Lines J., Wolie R.Z., Trujillano F., Garay G.J., Cortez M.N.D.P., Alatrista-Salas H., Sternberg E., Cook J., N’Guessan R., Koffi A., Ahoua Alou L.P., Apollinaire N., Messenger L.A., Kristan M., Carrasco-Escobar G., Fornace K.","57224197646;57225922778;57205641946;7006374990;57222086280;57194408960;57385015700;57414260400;36970459100;36740572900;25229589900;57200039810;6601986347;36186709500;57384312100;47761518300;25621320100;56609339700;24472918000;","Technical Workflow Development for Integrating Drone Surveys and Entomological Sampling to Characterise Aquatic Larval Habitats of Anopheles funestus in Agricultural Landscapes in Côte d’Ivoire",2021,"Journal of Environmental and Public Health","2021",,"3220244","","",,1,"10.1155/2021/3220244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121712399&doi=10.1155%2f2021%2f3220244&partnerID=40&md5=92b19fa9fdaa9eb0006835756ea05902",,"environmental DNA; water; adult; agricultural land; Anopheles funestus; Article; biosurveillance; breeding; Cote d'Ivoire; cross-sectional study; deep learning; drone(imaging); entomology; image analysis; insect larva; k means clustering; landscape; mosquito vector; nonhuman; physical chemistry; rainy season; random sample; remote sensing; sampling; satellite imagery; species habitat; stratified sample; vector control; vegetation; water flow; workflow; agriculture; animal; Anopheles; ecosystem; larva; malaria; season; workflow; Agriculture; Animals; Anopheles; Cote d'Ivoire; Ecosystem; Larva; Malaria; Mosquito Vectors; Seasons; Workflow",Article,Scopus,2-s2.0-85121712399
"Bjerge K., Mann H.M.R., Høye T.T.","35738351300;57221709257;8849764400;","Real-time insect tracking and monitoring with computer vision and deep learning",2021,"Remote Sensing in Ecology and Conservation",,,,"","",,1,"10.1002/rse2.245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120306117&doi=10.1002%2frse2.245&partnerID=40&md5=8e96b7288c12e10af9951cade947090a","Computer vision; deep learning; insects; pollinators; real-time; tracking",,Article,Scopus,2-s2.0-85120306117
"Adhikary S., Chaturvedi S., Chaturvedi S.K., Banerjee S.","57219549987;57216799647;54784039700;57210420680;","COVID-19 Spreading Prediction and Impact Analysis by Using Artificial Intelligence for Sustainable Global Health Assessment",2021,"Springer Proceedings in Earth and Environmental Sciences",,,,"375","386",,4,"10.1007/978-3-030-79065-3_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119402096&doi=10.1007%2f978-3-030-79065-3_30&partnerID=40&md5=aaaae3e2636a5b8eb299d4710891779c","COVID-19; Deep learning; Global health assessment; Health assessment; Pandemic; Prediction; Sustainable",,Book Chapter,Scopus,2-s2.0-85119402096
"Chen X., Jiang K., Zhu Y., Wang X., Yun T.","57214236323;57208528587;57221845697;57221852937;55273559900;","Individual tree crown segmentation directly from uav-borne lidar data using the pointnet of deep learning",2021,"Forests","12","2","131","1","22",,19,"10.3390/f12020131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100411444&doi=10.3390%2ff12020131&partnerID=40&md5=b424decc7a73c89726d7a7581c8e76d6","Airborne LiDAR data; Computer graphics; Deep learning; Individual tree crown segmentation","Computer graphics; Data acquisition; Deep learning; Ecology; Mean square error; Optical radar; Forest parameters; Gradient informations; Individual tree crown; Initial segmentation; Learning frameworks; Learning technology; Light detection and ranging; Root mean squared errors; Forestry; Computer Graphics; Data Processing; Detection; Ecology; Forestry; Performance; Segmentation; Trees",Article,Scopus,2-s2.0-85100411444
"Stock M., Nguyen B., Courtens W., Verstraete H., Stienen E., De Baets B.","55510306600;57188646401;24559061500;56405477000;6601983338;55664779600;","Otolith identification using a deep hierarchical classification model",2021,"Computers and Electronics in Agriculture","180",,"105883","","",,2,"10.1016/j.compag.2020.105883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096857781&doi=10.1016%2fj.compag.2020.105883&partnerID=40&md5=9f6e2eec074012ea04abba044d96f367","Deep learning; Hierarchical softmax; Otolith identification; Seabird diet","Birds; Convolutional neural networks; Deep learning; Fish; Fish species; Hierarchical classification; High-accuracy; Labor intensive; Learning approach; Prediction probabilities; Small scale; Deep neural networks; abundance; accuracy assessment; artificial neural network; diet; identification method; numerical model; otolith; seabird",Article,Scopus,2-s2.0-85096857781
"Baek S.-S., Choi Y., Jeon J., Pyo J., Park J., Cho K.H.","56276392900;57202136100;55597087219;57038412000;56969869700;26022315200;","Replacing the internal standard to estimate micropollutants using deep and machine learning",2021,"Water Research","188",,"116535","","",,9,"10.1016/j.watres.2020.116535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094864358&doi=10.1016%2fj.watres.2020.116535&partnerID=40&md5=e06e619508f651fccc1a34a94b154f10","Deep learning; High Resolution Mass Spectrometry; Machine learning; Micropollutant","Decision trees; Deep learning; Drug products; Ecology; Mass spectrometry; Neural networks; Support vector machines; Data-driven model; Ecological systems; Environmental systems; High resolution mass spectrometry; Internal standards; Model performance; Natural organic matters; Validation results; Learning systems; benzotriazole derivative; metformin; natural organic matter; niflumic acid; stable isotope; sulpiride; tebuconazole; isotope; artificial neural network; chemical compound; chemical pollutant; concentration (composition); estimation method; machine learning; organic matter; aquatic environment; Article; artificial neural network; chemistry; deep learning; environmental monitoring; human; liquid chromatography-mass spectrometry; machine learning; pollutant; priority journal; random forest; sensitivity analysis; standard; support vector machine; water sampling; wetland; standard; Varanidae; Humans; Isotopes; Machine Learning; Neural Networks, Computer; Reference Standards; Support Vector Machine",Article,Scopus,2-s2.0-85094864358
"Christin S., Hervet É., Lecomte N.","57219418331;16068338000;57556303400;","Going further with model verification and deep learning",2021,"Methods in Ecology and Evolution","12","1",,"130","134",,3,"10.1111/2041-210X.13494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092632432&doi=10.1111%2f2041-210X.13494&partnerID=40&md5=403f93e614edea8b67f6aae2f6c40554","artificial intelligence; deep learning; model verification; statistics; test data; training data",,Article,Scopus,2-s2.0-85092632432
"Lopez-Marcano S., Brown C.J., Sievers M., Connolly R.M.","57215422131;57208155764;55656626000;7101819604;","The slow rise of technology: Computer vision techniques in fish population connectivity",2021,"Aquatic Conservation: Marine and Freshwater Ecosystems","31","1",,"210","217",,5,"10.1002/aqc.3432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092060903&doi=10.1002%2faqc.3432&partnerID=40&md5=f1a15e051a78718eeb79bb3fe7c9b9d1","artificial intelligence; behavioural ecology; deep learning; dispersal; environmental monitoring; machine learning; new techniques; operational maturity analysis; research trends; underwater video","accuracy assessment; computer simulation; computer vision; connectivity; coral reef; data processing; design; digital image; fish; foraging behavior; habitat loss; protected area; reliability analysis; research work; technological development; Matthiola",Article,Scopus,2-s2.0-85092060903
"Dunker S., Motivans E., Rakosy D., Boho D., Mäder P., Hornick T., Knight T.M.","55372263100;57199164059;55329126000;57204922577;35586964300;57189459652;7102214614;","Pollen analysis using multispectral imaging flow cytometry and deep learning",2021,"New Phytologist","229","1",,"593","606",,20,"10.1111/nph.16882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091252201&doi=10.1111%2fnph.16882&partnerID=40&md5=b8f9f6bd6746f633f3fdce86e3083bb4","convolutional neural networks; deep learning; multispectral imaging flow cytometry; pollen; pollinator; species identification","flow cytometry; machine learning; morphology; multispectral image; phylogenetics; pollen; flow cytometry; phylogeny; pollen; pollination; Deep Learning; Flow Cytometry; Phylogeny; Pollen; Pollination",Article,Scopus,2-s2.0-85091252201
"Zhang K., Thé J., Xie G., Yu H.","23020319700;23010872800;35218433400;56042284900;","Multi-step ahead forecasting of regional air quality using spatial-temporal deep neural networks: A case study of Huaihai Economic Zone",2020,"Journal of Cleaner Production","277",,"123231","","",,16,"10.1016/j.jclepro.2020.123231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089572115&doi=10.1016%2fj.jclepro.2020.123231&partnerID=40&md5=c27188cedfc5e96e3aa3436dae47037c","Air quality; Attention mechanism; Bidirectional gated recurrent unit; Deep neural network; Multi-step ahead forecasting","Air cleaners; Air quality; Bismuth compounds; Deep neural networks; Forecasting; Learning algorithms; Recurrent neural networks; Air quality forecasting; Air quality measurements; Ecological environments; Meteorological monitoring; Multi-step-ahead predictions; Neural network method; Prevention and controls; Quantitative comparison; Air pollution control",Article,Scopus,2-s2.0-85089572115
"Zhu Y., Jeon S., Sung H., Kim Y., Park C., Cha S., Jo H.-W., Lee W.-K.","57220591778;56643208400;57214879989;57214886672;57220584583;57201256267;57215433699;14050751600;","Developing uav-based forest spatial information and evaluation technology for efficient forest management",2020,"Sustainability (Switzerland)","12","23","10150","1","17",,1,"10.3390/su122310150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097418460&doi=10.3390%2fsu122310150&partnerID=40&md5=20e2ec8fc7977354a12ede6d98af74de","CNNs; Forest assessments; LiDAR; Unmanned aerial vehicles; Vegetation conservation classification","comparative study; field survey; forest management; ground control; image analysis; lidar; remotely operated vehicle; spatial data; vegetation cover; vegetation type; Kangwon; Samcheok; South Korea",Article,Scopus,2-s2.0-85097418460
"Kellenberger B., Tuia D., Morris D.","57194450044;15766793800;55547128588;","AIDE: Accelerating image-based ecological surveys with interactive machine learning",2020,"Methods in Ecology and Evolution","11","12",,"1716","1727",,6,"10.1111/2041-210X.13489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094945944&doi=10.1111%2f2041-210X.13489&partnerID=40&md5=8937ac47dc92dbc725c9f08f791aa48c","applied ecology; conservation; monitoring (population ecology); population ecology; statistics; surveys",,Article,Scopus,2-s2.0-85094945944
"Weinstein B.G., Marconi S., Aubry-Kientz M., Vincent G., Senyondo H., White E.P.","56188889300;57113259400;55671858100;7103097586;56509511400;57642122800;","DeepForest: A Python package for RGB deep learning tree crown delineation",2020,"Methods in Ecology and Evolution","11","12",,"1743","1751",,8,"10.1111/2041-210X.13472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092676382&doi=10.1111%2f2041-210X.13472&partnerID=40&md5=bd4e7c798ca43f9ddb1a620d706f9ccd","crown delineation; deep learning; forests; NEON; remote sensing; RGB; tree crowns",,Article,Scopus,2-s2.0-85092676382
"Li J., Knapp D.E., Fabina N.S., Kennedy E.V., Larsen K., Lyons M.B., Murray N.J., Phinn S.R., Roelfsema C.M., Asner G.P.","57193806073;8919610900;35221342400;36456877700;57215900617;36816111900;55516662500;7004077841;7801369850;7005140378;","A global coral reef probability map generated using convolutional neural networks",2020,"Coral Reefs","39","6",,"1805","1815",,14,"10.1007/s00338-020-02005-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091683048&doi=10.1007%2fs00338-020-02005-6&partnerID=40&md5=7499549b3b95e93415eb3c5f878ccc6f","Coral reef; Deep learning; Earth observation; Millennium Coral Reef Mapping Project; Planet Dove; Remote sensing","artificial neural network; coral reef; environmental management; marine environment; satellite imagery; spatial resolution",Article,Scopus,2-s2.0-85091683048
