Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Osorio-Olvera L., Lira-Noriega A., Soberón J., Peterson A.T., Falconi M., Contreras-Díaz R.G., Martínez-Meyer E., Barve V., Barve N.","56422293300;16025032400;6603868282;55665562300;57533878000;57218393041;6603255117;56377783200;6506373031;","ntbox: An r package with graphical user interface for modelling and evaluating multidimensional ecological niches",2020,"Methods in Ecology and Evolution","11","10",,"1199","1206",,66,"10.1111/2041-210X.13452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089066662&doi=10.1111%2f2041-210X.13452&partnerID=40&md5=42a51c007933c1de38c78883bbefaa39","biodiversity informatics; ecological niche modelling; GIS tools; minimum volume ellipsoid; model evaluation; model selection; model uncertainty; species distribution",,Article,Scopus,2-s2.0-85089066662
"Amal T.C., Thottathil A.T., Veerakumari K.P., Rakkiyappan R., Vasanth K.","57216042178;57217592051;56124411100;23097997100;7004248198;","Morphological traits of drought tolerant horse gram germplasm: classification through machine learning",2020,"Journal of the Science of Food and Agriculture","100","13",,"4959","4967",,2,"10.1002/jsfa.10559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087410263&doi=10.1002%2fjsfa.10559&partnerID=40&md5=3502f77b7a177be509904e8582a6f37d","germplasm; horse gram; K-means clustering; machine learning; morphological traits","algorithm; classification; drought; Fabaceae; genetics; genotype; growth, development and aging; machine learning; phenotype; physiological stress; physiology; plant breeding; plant seed; quantitative trait locus; Algorithms; Droughts; Fabaceae; Genotype; Machine Learning; Phenotype; Plant Breeding; Quantitative Trait Loci; Seeds; Stress, Physiological",Article,Scopus,2-s2.0-85087410263
"Zhang C., Chen Y., Xu B., Xue Y., Ren Y.","55914644200;35263790500;7404589111;37082484200;36350061100;","Temporal transferability of marine distribution models in a multispecies context",2020,"Ecological Indicators","117",,"106649","","",,2,"10.1016/j.ecolind.2020.106649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087202275&doi=10.1016%2fj.ecolind.2020.106649&partnerID=40&md5=ac4d20405f6d97d6e825288c1d6e16dd","HMSC; JSDM; Machine learning; Marine community; Predictability; Transferability","Climate change; Complex networks; Conservation; Decision trees; Distributed database systems; Hierarchical systems; Logistic regression; Neural networks; Population distribution; Surveys; Biological conservation; Different structure; Distribution modelling; Distribution models; Management planning; Predictive performance; Species communities; Species distribution models; Climate models; biodiversity; conservation management; conservation planning; ecological modeling; marine environment; spatiotemporal analysis; temporal variation; Pacific Ocean; Yellow Sea",Article,Scopus,2-s2.0-85087202275
"Watkins J., Montgomery J.","57217053820;55482523500;","Acoustic index-based models for determining time of day in long duration environmental audio recordings",2020,"Ecological Indicators","117",,"106524","","",,,"10.1016/j.ecolind.2020.106524","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085987915&doi=10.1016%2fj.ecolind.2020.106524&partnerID=40&md5=cf0faa0eca0746e9bfb7559b645ef72e","Acoustic indices; Ecoacoustics; Ecological acoustics; Machine learning; Soundscape","Audio recordings; Bioacoustics; Machine learning; Automated analysis; Environmental acoustics; Environmental sounds; Human activities; Long duration; Non-intrusive; Tasmania , Australia; Time stamps; Audio acoustics; index method; instrumentation; machine learning; observational method; spatiotemporal analysis; Australia; Tasmania; Animalia; Aves; Hexapoda",Article,Scopus,2-s2.0-85085987915
"Chen H., Chen A., Xu L., Xie H., Qiao H., Lin Q., Cai K.","36245936800;55447346500;56205168200;57203898590;56725072800;56985002800;35106610300;","A deep learning CNN architecture applied in smart near-infrared analysis of water pollution for agricultural irrigation resources",2020,"Agricultural Water Management","240",,"106303","","",,112,"10.1016/j.agwat.2020.106303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085920709&doi=10.1016%2fj.agwat.2020.106303&partnerID=40&md5=19071a40b0a3049f303d0b1575a57cc7","Agricultural resource; Convolutional neural network; Decision tree; Intelligent analysis; NIR spectroscopy; Optimization; Water pollution","Agricultural robots; Convolution; Convolutional neural networks; Cultivation; Decision trees; Deep learning; Industrial chemicals; Infrared devices; Irrigation; Network architecture; Oil spills; Sustainable development; Trees (mathematics); Water conservation; Water pollution; Water quality; Water resources; Agricultural cultivation; Agricultural irrigation; Decision-tree algorithm; Ecological environments; Industrial production; Near infrared analysis; Resource conservation; Water pollution levels; Water recycling; accuracy assessment; artificial neural network; design; irrigation system; machine learning; near infrared; parameterization; recycling; sustainable development; wastewater; water pollution; water resource",Article,Scopus,2-s2.0-85085920709
"Zizka A., Carvalho F.A., Calvente A., Baez-Lizarazo M.R., Cabral A., Ramos Coelho J.F., Colli-Silva M., Fantinati M.R., Fernandes M.F., Ferreira-Araújo T., Lambert Moreira F.G., da Cunha Santos N.M., Borges Santos T.A., dos Santos-Costa R.C., Serrano F.C., da Silva A.P.A., de Souza Soares A., de Souza P.G.C., Tomaz E.C., Vale V.F., Vieira T.L., Antonelli A.","54780951100;56825147300;24376322200;57200320302;57188720748;57219548871;57189635358;57219548647;57195505653;57219550252;57219547744;57214723874;57219549972;57214724323;57205362081;57219551405;57194715260;57208926929;55785216300;57191830404;56905261700;23017926000;","No one-size-fits-all solution to clean GBIF",2020,"PeerJ","8",,"e9916","","",,18,"10.7717/peerj.9916","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093836879&doi=10.7717%2fpeerj.9916&partnerID=40&md5=1b6f7847ae02207c8ecececcddd27ac9","Automated cleaning; Automated conservation assessment; Data quality; GBIF; Neotropics; Species distributions","Article; Aspergillus nidulans; biodiversity; decision making; ecological niche; geographic distribution; household; Iridaceae; machine learning; mobile application; Neotropics; nonhuman; particle size; Robinia; Robinia pseudoacacia; species richness",Article,Scopus,2-s2.0-85093836879
"Rajala K., Sorice M.G., Thomas V.A.","57201363434;10440051600;15123538900;","The meaning(s) of place: Identifying the structure of sense of place across a social–ecological landscape",2020,"People and Nature","2","3",,"718","733",,5,"10.1002/pan3.10112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106286199&doi=10.1002%2fpan3.10112&partnerID=40&md5=5a4622b324f503d26e1b04a8ab7a3668","machine learning; place attachment; place meanings; private lands; relational values; sense of place; social–ecological systems; way of life",,Article,Scopus,2-s2.0-85106286199
"Lee B., Kim N., Kim E.-S., Jang K., Kang M., Lim J.-H., Cho J., Lee Y.","57221140640;56724893200;57208592373;35368540100;55508019900;55660726400;56975691100;37030925300;","Primary productivity in the forests of South Korea using satellite remote sensing data",2020,"Forests","11","9","1000","","",,4,"10.3390/f11091000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091297803&doi=10.3390%2ff11091000&partnerID=40&md5=1cc068b5f2108dc01efb7d36be166c7e","Artificial intelligence; Eddy covariance; Forest ecosystem; Gross primary productivity; Remote sensing; Satellite image","Complex networks; Decision trees; Deep neural networks; Ecosystems; Forestry; Neural networks; Photosynthesis; Phytoplankton; Satellites; Support vector machines; Comprehensive comparisons; Correlation coefficient; Gross primary productivity; Hyper-parameter optimizations; In-situ observations; Primary productivity; Process-based models; Satellite remote sensing data; Remote sensing; artificial neural network; carbon flux; comparative study; eddy covariance; forest ecosystem; primary production; satellite data; satellite imagery; support vector machine; Ecosystems; Forestry; Neural Networks; Photosynthesis; Remote Sensing; Satellites; South Korea",Article,Scopus,2-s2.0-85091297803
"Mansaray L.R., Zhang K., Kanu A.S.","55821960900;57013761900;56912159700;","Dry biomass estimation of paddy rice with Sentinel-1A satellite data using machine learning regression algorithms",2020,"Computers and Electronics in Agriculture","176",,"105674","","",,6,"10.1016/j.compag.2020.105674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088918556&doi=10.1016%2fj.compag.2020.105674&partnerID=40&md5=e8c67c4615a30b6c508978405bfea8bf","Dry biomass; Estimation; Machine learning; Paddy rice; Sentinel-1A","Adaptive boosting; Agricultural robots; Biomass; Decision trees; Learning systems; Nearest neighbor search; Support vector machines; Support vector regression; Biophysical parameters; Gradient boosting; Growing season; Growth phase; K-nearest neighbors; Linear combinations; Regression algorithms; Satellite data; Ecology; biomass; growing season; machine learning; nearest neighbor analysis; precision agriculture; regression analysis; satellite data; Sentinel; support vector machine; China",Article,Scopus,2-s2.0-85088918556
"Yadav D.P., Jalal A.S., Garlapati D., Hossain K., Goyal A., Pant G.","56405172900;14021410900;55596759200;56719258900;57218294817;55226042500;","Deep learning-based ResNeXt model in phycological studies for future",2020,"Algal Research","50",,"102018","","",,10,"10.1016/j.algal.2020.102018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088651356&doi=10.1016%2fj.algal.2020.102018&partnerID=40&md5=5bcdfb14a421ec6f9e30afd9f9d5edc0","Algal genera; Convolution neural network; Data augmentation; ResNeXt topology",,Article,Scopus,2-s2.0-85088651356
"Xu Y., Scott Decker A., Parken C.K., Ritchie L.M., Patterson D.A., Fu C.","57218083196;55249939700;6507544659;57217423250;7401930196;7402803265;","Climate effects on size-at-age and growth rate of Chinook Salmon (Oncorhynchus tshawytscha) in the Fraser River, Canada",2020,"Fisheries Oceanography","29","5",,"381","395",,1,"10.1111/fog.12484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087213398&doi=10.1111%2ffog.12484&partnerID=40&md5=bf7eeed83c1094b1107122b26450455f","boosted regression trees; Chinook Salmon; climate change; growth rate; machine learning; Oncorhynchus tshawytscha; size-at-age","age structure; aggregate; body size; climate effect; growth rate; machine learning; population decline; salmonid; stock assessment; watershed; British Columbia; Canada; Fraser River; Pacific Ocean; Pacific Ocean (North); Pacific Ocean (Northeast); Oncorhynchus tshawytscha",Article,Scopus,2-s2.0-85087213398
"LeBien J., Zhong M., Campos-Cerqueira M., Velev J.P., Dodhia R., Ferres J.L., Aide T.M.","57203152352;57216162349;35733560100;10540206900;57216163994;57208244216;7004375740;","A pipeline for identification of bird and frog species in tropical soundscape recordings using a convolutional neural network",2020,"Ecological Informatics","59",,"101113","","",,28,"10.1016/j.ecoinf.2020.101113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086523357&doi=10.1016%2fj.ecoinf.2020.101113&partnerID=40&md5=26580252fb0b4ec1cce661fac6a2564f","Acoustic monitoring; Bioacoustics; Convolutional neural network; Deep learning; Sound classification","algorithm; artificial neural network; automation; bird; frog; identification method; machine learning; model validation; precision; sampling; tropical region; Puerto Rico; Yunque National Forest; Anura; Aves",Article,Scopus,2-s2.0-85086523357
"Marre G., De Almeida Braga C., Ienco D., Luque S., Holon F., Deter J.","55811881700;57217083480;25027558600;7004009429;36625442700;56955843900;","Deep convolutional neural networks to monitor coralligenous reefs: Operationalizing biodiversity and ecological assessment",2020,"Ecological Informatics","59",,"101110","","",,6,"10.1016/j.ecoinf.2020.101110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086132387&doi=10.1016%2fj.ecoinf.2020.101110&partnerID=40&md5=c8e48fe37ca137105791bdc33555e3a4","Convolutional neural networks; Coralligenous reefs; Deep learning; Image classification; Monitoring; Species recognition","artificial neural network; biodiversity; conservation status; coral reef; environmental assessment; environmental policy; habitat type; marine environment; France; Mediterranean Region; Anthozoa",Article,Scopus,2-s2.0-85086132387
"Oliveira E.A., Perez M.F., Bertollo L.A.C., Gestich C.C., Ráb P., Ezaz T., Souza F.H.S., Viana P., Feldberg E., Oliveira E.H.C., Cioffi M.B.","56712345500;55102566700;56259610200;56079371000;7004244113;9840811300;57210884946;56779739100;6701569214;57191110649;55642906200;","Historical demography and climate driven distributional changes in a widespread Neotropical freshwater species with high economic importance",2020,"Ecography","43","9",,"1291","1304",,2,"10.1111/ecog.04874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086106817&doi=10.1111%2fecog.04874&partnerID=40&md5=a46755ca27f416a0f0fbcf309d2216d9","climate change; DArTseq; deep learning; fish; historical demography; neotropical diversity","climate variation; demography; freshwater environment; genetic variation; global warming; Last Glacial Maximum; Last Interglacial; Neotropical Region; Amazon Basin; Araguaia Basin; Brazil; Tocantins Basin; Arapaima gigas; Osteoglossidae; Osteoglossiformes; Teleostei",Article,Scopus,2-s2.0-85086106817
"Park D.S., Willis C.G., Xi Z., Kartesz J.T., Davis C.C., Worthington S.","56672297700;7103066654;37003949400;8719827400;7404360892;56054554000;","Machine learning predicts large scale declines in native plant phylogenetic diversity",2020,"New Phytologist","227","5",,"1544","1556",,8,"10.1111/nph.16621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085645305&doi=10.1111%2fnph.16621&partnerID=40&md5=3057c32cb678bce6f52541f3f54a80d1","artificial intelligence; biodiversity; climate change; machine learning; phylogenetic diversity; vascular plants","biodiversity; climate change; environmental gradient; global climate; landscape ecology; machine learning; native species; phylogenetics; spatiotemporal analysis; species diversity; species richness; United States; Tracheophyta; biodiversity; climate change; machine learning; phylogeny; plant; Biodiversity; Climate Change; Machine Learning; Phylogeny; Plants",Article,Scopus,2-s2.0-85085645305
"Abd-Elmabod S.K., Muñoz-Rojas M., Jordán A., Anaya-Romero M., Phillips J.D., Laurence J., Zhang Z., Pereira P., Fleskens L., van der Ploeg M., de la Rosa D.","36781947600;37104728500;24171149800;25652996400;35598725900;57216842295;55721861400;56277962200;24554139000;18635801500;56344004600;","Climate change impacts on agricultural suitability and yield reduction in a Mediterranean region",2020,"Geoderma","374",,"114453","","",,30,"10.1016/j.geoderma.2020.114453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084939527&doi=10.1016%2fj.geoderma.2020.114453&partnerID=40&md5=177b2d542f1a3d947f8cfa3ad958d16a","Crop yield; Decision support systems; GIS; Global warming; Land suitability","Agricultural robots; Artificial intelligence; Climate models; Crops; Decision making; Decision support systems; Economics; Land use; Reduction; Soils; Agricultural soils; Climate change impact; Climate change scenarios; Land use suitability; Management strategies; Mediterranean region; Mediterranean soils; Sustainable agricultural; Climate change; agricultural development; agrometeorology; alternative agriculture; climate change; crop performance; decision support system; land use planning; Mediterranean soil; yield response; Andalucia; Spain; Andalucia; Helianthus; Triticum aestivum",Article,Scopus,2-s2.0-85084939527
"Oliveira R.A., Näsi R., Niemeläinen O., Nyholm L., Alhonoja K., Kaivosoja J., Jauhiainen L., Viljanen N., Nezami S., Markelin L., Hakala T., Honkavaara E.","57196413325;57006485700;6508235689;55830591700;57203099627;49861371000;6602455454;56540003600;57202049372;14325338300;26325493600;55927897800;","Machine learning estimators for the quantity and quality of grass swards used for silage production using drone-based imaging spectrometry and photogrammetry",2020,"Remote Sensing of Environment","246",,"111830","","",,24,"10.1016/j.rse.2020.111830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084320831&doi=10.1016%2fj.rse.2020.111830&partnerID=40&md5=475f08901fedc34a4306dae269b2692f","Biomass; Digestibility; Drone; Grass sward; Hyperspectral; Machine learning; Multiple linear regression; Neutral detergent fibre; Nitrogen; Photogrammetry; Precise agriculture; Random forest","Agricultural robots; Biomass; Decision trees; Drones; Ecology; Learning algorithms; Linear regression; Machine learning; Mean square error; Nitrogen; Photogrammetry; Remote sensing; Spectrometry; Spectroscopy; Imaging spectrometry; Machine learning techniques; Multiple linear regression method; Neutral detergent fibre; Nitrogen concentrations; Reference measurements; Root mean square errors; Water-soluble carbohydrates; Parameter estimation; biomass; crop yield; grass; growing season; growth; machine learning; organic matter; photogrammetry; remote sensing; silage; spectrometry; sward; Finland",Article,Scopus,2-s2.0-85084320831
"Lin T.-H., Tsao Y.","55580410500;13608047100;","Source separation in ecoacoustics: a roadmap towards versatile soundscape information retrieval",2020,"Remote Sensing in Ecology and Conservation","6","3",,"236","247",,14,"10.1002/rse2.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076905199&doi=10.1002%2frse2.141&partnerID=40&md5=0bf4be1f46619120250d373c3d2ff5a5","acoustic habitat; biodiversity; ecosystem dynamics; machine learning; passive acoustics; signal processing",,Review,Scopus,2-s2.0-85076905199
"Roca I.T., Van Opzeeland I.","56583952100;6507033631;","Using acoustic metrics to characterize underwater acoustic biodiversity in the Southern Ocean",2020,"Remote Sensing in Ecology and Conservation","6","3",,"262","273",,8,"10.1002/rse2.129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073986332&doi=10.1002%2frse2.129&partnerID=40&md5=bc0336b071ee718c1809381337d8e2a5","Acoustic metrics; Antarctic; community composition; marine acoustic environments; passive acoustic monitoring; species diversity",,Article,Scopus,2-s2.0-85073986332
"Saffariha M., Jahani A., Potter D.","57215022611;57194568350;57213242775;","Seed germination prediction of Salvia limbata under ecological stresses in protected areas: An artificial intelligence modeling approach",2020,"BMC Ecology","20","1","48","","",,19,"10.1186/s12898-020-00316-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090105033&doi=10.1186%2fs12898-020-00316-4&partnerID=40&md5=2bff3c11859eb4e4816634e0e25f40ce","Ecological stress; Multi-layer perceptron; Multiple linear regression; Neural network; Salvia limbata; Seed germination","artificial intelligence; artificial neural network; ecological modeling; environmental stress; germination; medicinal plant; prediction; protected area; regression analysis; seed; Lamiaceae; Salvia; Salvia limbata; artificial intelligence; ecosystem; germination; plant seed; Salvia; temperature; Artificial Intelligence; Ecosystem; Germination; Salvia; Seeds; Temperature",Article,Scopus,2-s2.0-85090105033
"Čandek K., Pristovšek Čandek U., Kuntner M.","56306453400;57218679256;9841505400;","Machine learning approaches identify male body size as the most accurate predictor of species richness",2020,"BMC Biology","18","1","105","","",,3,"10.1186/s12915-020-00835-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090013832&doi=10.1186%2fs12915-020-00835-y&partnerID=40&md5=0f0f3851c41143812bd5d5784c4b0e29","Biodiversity; Lineage diversity; Multiple correspondence analysis; Phylogenetic diversity; Random Forest; Species distribution; Species traits; Spiders","animal; biodiversity; body size; ecology; machine learning; male; procedures; spider; Animals; Biodiversity; Body Size; Ecology; Machine Learning; Male; Spiders",Article,Scopus,2-s2.0-85090013832
"de Souza R.S.C., Armanhi J.S.L., Arruda P.","56575920300;55892373400;7006611602;","From Microbiome to Traits: Designing Synthetic Microbial Communities for Improved Crop Resiliency",2020,"Frontiers in Plant Science","11",,"1179","","",,27,"10.3389/fpls.2020.01179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090850384&doi=10.3389%2ffpls.2020.01179&partnerID=40&md5=2b43e608507eebcd9feeac773e5450b0","inoculants; metagenomics; plant growth-promoting (PGP); plant microbiome; synthetic microbial community (SynCom)",,Article,Scopus,2-s2.0-85090850384
"Lee B.B., Schott E.J., Behringer D.C., Bojko J., Kough A., Plough L.V.","57218681065;7004164626;7004223626;55929285100;56002899600;54684954400;","Rapid Genetic Identification of the Blue Crab Callinectes sapidus and Other Callinectes spp. Using Restriction Enzyme Digestion and High Resolution Melt (HRM) Assays",2020,"Frontiers in Marine Science","7",,"633","","",,1,"10.3389/fmars.2020.00633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090013629&doi=10.3389%2ffmars.2020.00633&partnerID=40&md5=5b078a4a3c81b7d86922f2c61f875151","brachyuran; diagnostics; industry; mislabeling; seafood; species-delineation",,Article,Scopus,2-s2.0-85090013629
"Gangat R., van Deventer H., Naidoo L., Adam E.","57207794144;55763059900;36021472900;26634804400;","Estimating soil moisture using Sentinel-1 and Sentinel-2 sensors for dryland and palustrine wetland areas",2020,"South African Journal of Science","116","8","6535","","",,3,"10.17159/sajs.2020/6535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091623591&doi=10.17159%2fsajs.2020%2f6535&partnerID=40&md5=760b28dfc25c8daafad0876e7d4522f7","Hydroperiod; Machine learning regression models; Random forest regression; Soil moisture content; Volumetric water content","arid region; moisture content; pasture; satellite altimetry; satellite sensor; Sentinel; soil moisture; support vector machine; synthetic aperture radar; wetland; Gauteng; Pretoria; South Africa",Article,Scopus,2-s2.0-85091623591
"Zhao X., Yue C.-R., Li C.-G., Zhang L.-M., Gu L.","57219143598;35197680000;8303431500;57219150233;57219145592;","Estimation of Forest Stand Mean Height Based on Airborne LiDAR Point Cloud Data [基于机载LiDAR数据估测林分平均高]",2020,"Forest Research","33","4",,"59","66",,,"10.13275/j.cnki.lykxyj.2020.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091421601&doi=10.13275%2fj.cnki.lykxyj.2020.04.008&partnerID=40&md5=83970a56c0fca0eb756e9724c25edf3e","Airborne LiDAR Point Cloud Data; Gaofeng Forest Farm; Random forest regression; Stand mean height; Support vector regression","ecological modeling; lidar; machine learning; stand structure; support vector machine; China; Guangxi Zhuangzu",Article,Scopus,2-s2.0-85091421601
"Lauer C.J., Montgomery C.A., Dietterich T.G.","56677465500;7102408077;6603937120;","Managing Fragmented Fire-Threatened Landscapes with Spatial Externalities",2020,"Forest Science","66","4",,"443","456",,4,"10.1093/forsci/fxz012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090523193&doi=10.1093%2fforsci%2ffxz012&partnerID=40&md5=5a60ea65ad716c3895ca7d38ea4993cd","approximate dynamic programming; ecological disturbance; multiagent reinforcement learning; risk; spatial; stochastic dynamic games; wildland fire","Ecology; Fires; Forestry; Learning systems; Risk perception; Turing machines; Approximate dynamic programming; Dynamic optimization; Ecological conditions; Landscape fragmentation; Machine learning techniques; Pseudotsuga menziesii; Spatial externalities; Spatial informations; Dynamic programming; Costs; Fires; Machinery; Management; Optimization; Plantations; Processes; Time Measurement",Article,Scopus,2-s2.0-85090523193
"Alegria C., Roque N., Albuquerque T., Gerassis S., Fernandez P., Ribeiro M.M.","36952993700;57200227653;55507421600;57193055708;56675313500;7201715611;","Species ecological envelopes under climate change scenarios: A case study for the main two wood-production forest species in Portugal",2020,"Forests","11","8","880","","",,5,"10.3390/F11080880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090201562&doi=10.3390%2fF11080880&partnerID=40&md5=4234665d5d6e92d395e5bd23ababe185","Climate change scenarios; Ecological envelopes; Machine learning; Species distribution; Species productivity","Climate change; Ecology; Electric current distribution measurement; Machine learning; Productivity; Reforestation; Turing machines; Wood products; Climate change scenarios; Environmental Authority; Environmental variables; Eucalyptus globulus labill; Forest inventory data; Geostatistical techniques; Machine learning approaches; Species distributions; Population distribution; afforestation; climate change; elevation; forest inventory; forest product; forestry policy; land cover; machine learning; productivity; spatial distribution; wood; Ecology; Portugal; Portuguese; Productivity; Reforestation; Wood Products; Portugal; Eucalyptus globulus; Pinus pinaster",Article,Scopus,2-s2.0-85090201562
"Hawkins W.D., DuRant S.E.","57207843968;7003589892;","Applications of machine learning in behavioral ecology: Quantifying avian incubation behavior and nest conditions in relation to environmental temperature",2020,"PLoS ONE","15","8 August","e0236925","","",,1,"10.1371/journal.pone.0236925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090174269&doi=10.1371%2fjournal.pone.0236925&partnerID=40&md5=56d1164e05c94008e84c70050868ead4",,"animal behavior; Article; bird; environmental temperature; incubation temperature; laboratory test; learning algorithm; machine learning; nesting; nonhuman; parental behavior; process optimization; software; animal; bird; environmental aspects and related phenomena; temperature; Animals; Birds; Ecological and Environmental Phenomena; Machine Learning; Nesting Behavior; Software; Temperature",Article,Scopus,2-s2.0-85090174269
"Williams H.M., DeLeon R.L.","57191593551;7003788925;","Using artificial intelligence classification of videos to examine the environmental, evolutionary and physiological constraints on provisioning behavior",2020,"Journal of Avian Biology","51","8","JAV12703","","",,3,"10.1111/jav.02424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090091516&doi=10.1111%2fjav.02424&partnerID=40&md5=796cfaa3c1421051ff404cacb6dd2012","artificial intelligence; parasite compensation hypothesis; parent-offspring conflict; parental care; provisioning; purple martin","artificial intelligence; breeding season; classification; ectoparasite; environmental conditions; evolutionary biology; food provisioning; nestling; parental care; physiology; Aves; Progne; Progne subis",Article,Scopus,2-s2.0-85090091516
"Sena-Souza J.P., Houlton B.Z., Martinelli L.A., Bielefeld Nardoto G.","57209238796;6506955956;7102366222;8041526500;","Reconstructing continental-scale variation in soil δ15N: a machine learning approach in South America",2020,"Ecosphere","11","8","e03223","","",,3,"10.1002/ecs2.3223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090020961&doi=10.1002%2fecs2.3223&partnerID=40&md5=c4ad341bdcd3f4392681bf5bed80ac65","isoscape; machine learning; nitrogen cycle; random forest; soil nitrogen; stable nitrogen isotopes",,Article,Scopus,2-s2.0-85090020961
"Henkhaus N., Bartlett M., Gang D., Grumet R., Jordon-Thaden I., Lorence A., Lyons E., Miller S., Murray S., Nelson A., Specht C., Tyler B., Wentworth T., Ackerly D., Baltensperger D., Benfey P., Birchler J., Chellamma S., Crowder R., Donoghue M., Dundore-Arias J.P., Fletcher J., Fraser V., Gillespie K., Guralnick L., Haswell E., Hunter M., Kaeppler S., Kepinski S., Li F.-W., Mackenzie S., McDade L., Min Y., Nemhauser J., Pearson B., Petracek P., Rogers K., Sakai A., Sickler D., Taylor C., Wayne L., Wendroth O., Zapata F., Stern D.","54383440000;23569224200;7007133560;6701852600;24278863800;7801325751;35599112200;57218681580;14023285600;56241414900;7006195900;7006546677;6602477913;7004214819;6603037773;26640239000;7005658490;55828338900;57197326633;7006165541;57203164567;7402937817;57202818682;35379779900;6602256453;6602326841;56051523300;6701732823;6603123083;35210611500;7102358148;6602734528;57192378744;35570619700;13008737100;6602496133;57209294911;7402911203;57206480303;56718644200;55889398800;57203352507;7003725678;57202970888;","Plant science decadal vision 2020–2030: Reimagining the potential of plants for a healthy and sustainable future",2020,"Plant Direct","4","8","e00252","","",,13,"10.1002/pld3.252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090015644&doi=10.1002%2fpld3.252&partnerID=40&md5=cddab70c202c738b7b15270b56794149","research areas; research methods; research organisms",,Article,Scopus,2-s2.0-85090015644
"He M., Zhong L., Sandhu P., Zhou Y.","36716267000;54782083000;57220475378;57218589890;","Emulation of a process-based salinity generator for the Sacramento-San Joaquin Delta of California via deep learning",2020,"Water (Switzerland)","12","8","2088","","",,2,"10.3390/W12082088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089678558&doi=10.3390%2fW12082088&partnerID=40&md5=f3222bc6a239e3aec64c00193e9b0135","Deep learning; Martinez boundary salinity generator; Sacramento-san joaquin delt; Salinity","Computational efficiency; Convolutional neural networks; Deep neural networks; Multilayer neural networks; Biological significance; Complex environmental systems; Estuarine environments; Learning neural networks; Neural network model; Process-based modeling; Sacramento-San Joaquin Delta; Spatial and temporal variation; Deep learning; artificial neural network; data set; estuarine environment; long-term change; model validation; numerical model; performance assessment; salinity; California; Sacramento-San Joaquin Delta; United States",Article,Scopus,2-s2.0-85089678558
"Ärje J., Melvad C., Jeppesen M.R., Madsen S.A., Raitoharju J., Rasmussen M.S., Iosifidis A., Tirronen V., Gabbouj M., Meissner K., Høye T.T.","6601908750;35262618200;57217868310;57217871602;55647694100;57217869770;36720841400;19639389400;7005332419;7102350223;8849764400;","Automatic image-based identification and biomass estimation of invertebrates",2020,"Methods in Ecology and Evolution","11","8",,"922","931",,25,"10.1111/2041-210X.13428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087791547&doi=10.1111%2f2041-210X.13428&partnerID=40&md5=c61b8456e9b2d58beb48689a71914916","biodiversity; classification; convolutional neural network; deep learning; insects; machine learning; spiders",,Article,Scopus,2-s2.0-85087791547
